FunctionalGroup,PathFeature
9,"['667333100100', '676333002001', '766333022011', '667333220110', '676333200100', '766333003001', '666333033011', '666333333112']"
5,"['668333110210', '686333100100', '866333002001', '666333022011', '666333222111', '668333220110', '686334200100', '866343003001']"
5,"['686333100100', '866333002001', '666333022011', '666333222111', '668333220110', '686334200100', '866343003001']"
5,"['666344100100', '668443000000', '686433000000', '866334000000', '666344000000', '666443002001', '666433022011', '666333222111', '666334220110', '666344200100', '666443000000', '668433000000', '686334000000', '866344000000', '666443003001', '666433033011', '666333333112']"
9,"['666333100100', '666333002001', '666333022011', '666333222111', '666333222111', '667333220110', '676333200100', '766333003001', '667333033011', '676333333111', '766333330110', '667333300100', '676333004001', '766333044011', '666333444111', '666333444111', '666333440110', '666333400100', '666333005001', '667333055011', '676333555112']"
7,"['666343111211', '667433111111', '676334110110', '766343100100', '667433002001', '676334022011', '766343222112']"
9,"['676333100100', '766334000000', '666344000000', '666443002001', '666433022011', '666333222112']"
6,"['668344100100', '686444002001', '866444022011', '666444222111', '668444220110', '686444200100', '866443000000', '667433000000', '677333000000', '776333000000', '766333003001']"
1,"['667343122112', '676433223121', '767333233211', '676333334111', '766333344111', '666333440110', '667333400100', '676334000000', '766343005001']"
7,"['676333122111', '766334222112', '666344223121', '666444230210', '666443304101']"
7,"['676333122111', '766334222112', '666344223121', '666444230210', '666443304101', '666433044012']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766343000000', '668433000000', '686333002001']"
6,"['686334100100', '866343000000', '667433000000', '676334000000', '766344000000', '666443002001']"
6,"['686334100100', '866343000000', '667433000000', '676334000000', '766344000000', '666443002001', '666433022012']"
4,"['666334100100', '668343000000', '686433002001', '866333022012']"
4,"['666334100100', '668343000000', '686433002001']"
4,"['666333110210', '666334100100', '668343000000', '686433002001', '866333022012']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433000000', '676334000000', '766343002001', '667433022011', '676333222112']"
4,"['666334100100', '668343000000', '686433002001', '866333022011', '666333222112']"
4,"['666333111211', '666333110110', '666334100100', '666344000000', '666443002001']"
9,"['676333100100', '766334002001', '666344022011', '666443222112']"
5,"['686333100100', '866334000000', '666344000000', '666443002001', '666433022012']"
9,"['667333100100', '676333002001', '766333022011', '666334220110', '666343203101']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433000000', '676334000000', '766344000000', '666443002001']"
4,"['666343100100', '666434000000', '666344002001', '666443022012']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766344002001', '666444022011', '666444222111', '666444222111', '666443220110', '668433200100', '686333003001']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766344002001', '666444022011', '666444222111', '666444222111', '666443220110', '668433200100', '686333003001', '866333033011', '666333333112']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433002001', '676334022011', '766343223111']"
9,"['667333100100', '676334000000', '766344000000', '666444000000', '666443002001']"
7,"['667333111211', '676334110110', '766343102101', '666433022011', '666333222111', '666334223111', '666343233112', '667433334121', '676333344212']"
7,"['667333111211', '676334110110', '766344100100', '666444000000', '666444000000', '666444000000', '666443000000', '667433000000', '676334000000', '766343002001']"
7,"['666344112222', '666443122221', '667433222211', '676334220110', '766343203101']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766344000000', '666443000000', '668433000000', '686333002001']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766344000000', '666443000000', '668433000000', '686333002001', '866333022011', '666333222112']"
9,"['666344100100', '666443000000', '667433000000', '676334000000', '766344000000', '666443002001']"
9,"['667343100100', '676433000000', '766334000000', '666343002001', '666433022011', '666333222112']"
7,"['666343112221', '667433122211', '676334220110', '766344200100', '666443003001']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766343000000', '668433000000', '686333002001', '866333022012']"
9,"['666344100100', '667443000000', '676433000000', '766334002001', '666344022011', '667444222111', '676444223111', '766443233112']"
6,"['668344100100', '686444000000', '866444002001', '668444022011', '686444222111', '867443223111']"
8,"['667343111211', '676433110110', '766334100100', '666344000000', '667443002001']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766344000000', '666444000000', '666443000000', '668433000000', '686333002001']"
0,"['668343100100', '686433000000', '867333000000', '676334000000', '766344000000', '666444000000', '666443000000', '668433000000', '686333002001', '866333022011', '666333222112']"
9,"['666344100100', '667443000000', '676433000000', '766334002001', '666344022011', '667443222111', '676433223111']"
9,"['676334122111', '766344222111', '666443220110', '667433200100', '676334000000', '766344000000', '666443003001', '666433033012']"
6,"['686334111211', '866344110110', '666444100100', '666443002001']"
9,"['666344100100', '666443000000', '667433000000', '676334002001', '766343022012']"
9,"['667343110210', '676433100100', '766334000000', '666344000000', '666443002001', '666433022011', '666333222112']"
9,"['666333111211', '666334110110', '666344100100', '666443000000', '667433000000', '676334002001', '766343022012', '666433222122', '666333223222']"
5,"['668333110210', '686333100100', '866334000000', '666344000000', '666444000000', '666444000000', '666444000000', '667444000000', '6716444000000', '7166443002001']"
6,"['686334100100', '866343000000', '667433002001', '676334022011', '766344222112', '666443223122']"
4,"['666334100100', '667343000000', '676433000000', '766334000000', '668343000000', '686433002001']"
9,"['667333100100', '676334000000', '766344000000', '667443002001', '676433022012']"
9,"['666333110210', '667333100100', '676334000000', '766344000000', '667443002001', '676433022012']"
6,"['668343100100', '686433002001', '866333022011', '666333222111', '666333222111', '667333220110', '676333200100', '766334000000', '668343000000', '686433003001', '866333033011', '666333333112', '666333333122', '666333334221', '666333345211']"
9,"['676333100100', '766334000000', '667343000000', '676433000000', '766334000000', '667343002001', '676433022011', '766333222112']"
9,"['766343100100', '667433000000', '676334000000', '766343000000', '667433000000', '676333002001']"
9,"['666344100100', '667443000000', '676433000000', '766333002001', '666333022011', '666334220110', '666343203101']"
5,"['666344111222', '668443112221', '686433122211', '866334222112', '666344223121', '666444230210', '666444300100', '666443004001', '666433044011', '666333444111', '666333445111']"
9,"['676333111211', '767333110110', '676333100100', '766334000000', '666344000000', '666443002001', '666433022011', '666333222112', '666333223121', '666333233212']"
9,"['676333111211', '767333110110', '676333100100', '766334000000', '666344000000', '666443002001', '666433022011', '666333222112']"
9,"['676333100100', '766334002001', '667343022011', '676434223111', '766343233112']"
9,"['667333100100', '676334000000', '766344000000', '667443000000', '676433000000', '766334000000', '666343002001']"
9,"['667333100100', '676334000000', '766344000000', '667443000000', '676433000000', '766334000000', '666343002001', '666433022012']"
9,"['666333111211', '666333110110', '667333100100', '676334000000', '766344000000', '667443000000', '676433000000', '766334000000', '666343002001', '666433022012']"
7,"['676333111211', '766334111111', '666344110110', '666444100100', '666443000000', '667433002001', '676334022011', '766343222112', '666433223122']"
5,"['666333100100', '666333000000', '668333000000', '686334002001', '866344022011', '668443220110', '686433203101', '866333033011', '666333333112', '668333334121', '686333344211', '866333445111']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333333112']"
5,"['666333100100', '666333000000', '668333000000', '686334000000', '866344002001', '668444022011', '686444222111', '868443220110', '686433203101']"
9,"['676333100100', '766334000000', '666344000000', '666443000000', '666433000000', '666334000000', '666343002001']"
5,"['668333100100', '686334000000', '866344002001', '666444022011', '666444222111', '668444220110', '686444200100', '866444003001', '668444033011', '686444333111', '868443330110', '686433304101']"
5,"['668333100100', '686334000000', '866344002001', '668444022011', '686444222111', '868443220110', '686433203101', '866333033011', '666333333112']"
6,"['666333111211', '668333110110', '686334100100', '866343000000', '667433000000', '676334000000', '766344000000', '666443002001', '666433022012']"
7,"['667333111211', '676334110110', '766343100100', '667433000000', '676334002001', '766343022012']"
7,"['667333111211', '676334110110', '766343100100', '667433000000', '676334002001', '766343022012', '666433222122', '666333223222']"
5,"['668333100100', '686334002001', '866344022011', '668443220110', '686433203101', '866333033011', '666333333112']"
9,"['667333100100', '676334000000', '766344002001', '666443023011']"
7,"['667333111212', '676334112121', '766343120210', '667433200100', '676334000000', '766343000000', '667433000000', '676334000000', '766343003001']"
6,"['686334111212', '868344112121', '686444122211', '866444220110', '668444200100', '686444000000', '866443003001', '666433033012']"
8,"['667333102101', '676334022011', '766344222112', '666443223122']"
8,"['666343100100', '667433002001', '676334022011', '766344222112', '666443223122']"
9,"['667333110210', '676333100100', '766334000000', '666343002001', '666433022011', '666333222112']"
